id,created_at,name,images,ename,cover,latitude,longitude,parent_id
1393,2024-11-01 09:22:05.852616+00,Đà Lạt,"[""https://ak-d.tripcdn.com/images/100k0n000000e7xoeB617_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100n0z000000mr6nw9611_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10060z000000nfdq21184_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10070z000000nzynm0E10_D_1180_558.jpg?proc=source%2ftrip""]",Dalat,https://ak-d.tripcdn.com/images/01052120009bxxskn94F4.jpg,11.942661,108.43691,3173
3168,2024-11-01 09:30:30.027296+00,Bình Thuận,"[""https://ak-d.tripcdn.com/images/fd/tg/g4/M08/64/87/CggYHlZv6BWAUdtgABuh6zBZygs841_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g4/M06/69/8E/CggYHVZv6HeAHHYWACOG9CVitIk222_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10010z000000nwu0bCAED_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100g0q000000g9vuk2064_D_1180_558.jpg?proc=source%2ftrip""]",Binh Thuan Province,https://ak-d.tripcdn.com/images/100f1f000001gqav73ACA.jpg,11.09037,108.072075,
3169,2024-11-01 09:28:07.227724+00,Quảng Ninh,"[""https://ak-d.tripcdn.com/images/fd/tg/g3/M07/60/2A/CggYGVZv57iAcEL5ADZoga-AS7I330_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0105k120009it0ak83646_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5s12000ac39rbhD8B7_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100o10000000oplvi0A37_D_1180_558.jpg?proc=source%2ftrip""]",Quang Ninh Province,https://ak-d.tripcdn.com/images/100t10000000oqs1y607C.jpg,21.006382,107.29251,
3170,2024-11-01 09:35:51.579071+00,Tỉnh Thừa Thiên-Huế,"[""https://ak-d.tripcdn.com/images/100k1c000001deufpE5B7_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1j12000de6rslwF231_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww0w12000c6csj7b8B19_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g1/M09/13/E9/CghzflSs1wKAUel8AAOVDUa3pzI161_D_1180_558.jpg?proc=source%2ftrip""]",Tinh Thua Thien-Hue Province,https://ak-d.tripcdn.com/images/01025120008x7p2tfB71E.jpg,16.467398,107.59053,
3171,2024-11-01 09:28:30.698774+00,Quảng Nam,"[""https://ak-d.tripcdn.com/images/100i0x000000lf46pEB79_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1h120009c4cmb34276_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0101u120009ny85fu071B_D_1180_558.png?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0104s120009lo6vah44CD_D_1180_558.jpg?proc=source%2ftrip""]",Quang Nam Province,https://ak-d.tripcdn.com/images/0105d12000841vs3s4786.jpg,15.539353,108.019104,
3172,2024-11-01 09:28:30.698774+00,Bà Rịa-Vũng Tàu,"[""https://ak-d.tripcdn.com/images/10090s000000ibkdbAD50_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2k12000cjh84rv5F71_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww4l12000cnb5yt06FA6_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10010s000000im33w43DA_D_1180_558.jpg?proc=source%2ftrip""]",Ba Ria-Vung Tau Province,https://ak-d.tripcdn.com/images/0ww5512000cnb6fhc8A44.jpg,10.541739,107.243,
3173,2024-11-01 09:28:30.698774+00,Lâm Đồng,"[""https://ak-d.tripcdn.com/images/100k0n000000e7xoeB617_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100n0z000000mr6nw9611_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10060z000000nfdq21184_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10070z000000nzynm0E10_D_1180_558.jpg?proc=source%2ftrip""]",Lam Dong Province,https://ak-d.tripcdn.com/images/10071f000001h6z3fBCC6.jpg,11.575279,108.14287,
15673,2024-11-01 09:32:59.675546+00,Pleiku,[],Pleiku,https://ak-d.tripcdn.com/images/ww011e000001fbagpFF03.png,13.983334,108,24722
15675,2024-11-01 09:28:07.227724+00,Buôn Ma Thuột,"[""https://ak-d.tripcdn.com/images/0ww0712000b77evehD5C4_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2612000c7crbklF8C1_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1q12000colbi4i8B26_D_1180_558.jpg?proc=source%2ftrip""]",Buon Ma Thuot,https://ak-d.tripcdn.com/images/0ww4l12000c7cr4us3D0C.jpg,12.666194,108.038246,24724
24722,2024-11-02 17:19:59.605061+00,Gia Lai,[],Gia Lai Province,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3_D_1180_558.jpg,13.807895,108.109375,
24723,2024-11-01 09:25:35.852438+00,Khánh Hòa,"[""https://ak-d.tripcdn.com/images/100o0e000000700et1D7C_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100h10000000ou01v7169_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100k0700000028no18700_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/1lo1i12000evua57vA3DC_D_1180_558.jpg?proc=source%2ftrip""]",Khanh Hoa Province,https://ak-d.tripcdn.com/images/100a12000000s12ic58E1.jpg,12.25851,109.052605,
24724,2024-11-02 17:16:24.357267+00,Đắk Lắk,"[""https://ak-d.tripcdn.com/images/0ww0712000b77evehD5C4_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2612000c7crbklF8C1_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww0w12000bn6o8w9A1B3_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1q12000colbi4i8B26_D_1180_558.jpg?proc=source%2ftrip""]",Dak Lak Province,https://ak-d.tripcdn.com/images/0ww4x12000bn6omi34FB5_D_1180_558.jpg,12.7100115,108.237755,
24725,2024-11-01 09:35:51.579071+00,Bến Tre,[],Ben Tre,https://ak-d.tripcdn.com/images/ww0d1e000001fk81xE65E.jpg,10.241361,106.37626,1524614
24726,2024-11-01 09:28:07.227724+00,Đồng Hới,"[""https://ak-d.tripcdn.com/images/ww0a1e000001ezh9n9693_D_1180_558.png?proc=source%2ftrip""]",Dong Hoi,https://ak-d.tripcdn.com/images/ww0a1e000001ezh9n9693.png,17.46416,106.6245,1445808
24728,2024-11-01 09:25:35.852438+00,Quy Nhơn,"[""https://ak-d.tripcdn.com/images/ww041e000001esz8d753D_D_1180_558.png?proc=source%2ftrip""]",Quy Nhon,https://ak-d.tripcdn.com/images/ww0e1e000001f7x22B718.jpg,13.782968,109.219666,1445820
24729,2024-11-01 09:30:30.027296+00,Biên Hòa,"[""https://ak-d.tripcdn.com/images/0ww3t12000cuwjoa89C3F_D_1180_558.jpg?proc=source%2ftrip""]",Bien Hoa,https://ak-d.tripcdn.com/images/0101o1200085as8ac3E96.jpg,10.957413,106.84269,1445832
24730,2024-11-05 05:59:05.336432+00,Đông Dương,[],Duong Dong,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,20.505377,106.34932,1540835
24731,2024-11-03 05:23:54.417049+00,Lai Châu,"[""https://ak-d.tripcdn.com/images/0ww3a12000axys47x971D_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/1lo1v12000dcjtlo80818_D_1180_558.jpg?proc=source%2ftrip""]",Lai Chau Province,https://ak-d.tripcdn.com/images/1lo0w12000dcjtoe31D2A_D_1180_558.jpg,22.368662,103.311905,
24732,2024-11-01 09:35:51.579071+00,Rạch Giá,[],Rach Gia,https://ak-d.tripcdn.com/images/0ww6w12000cq4jaqaF60B.jpg,10.021507,105.091095,1445816
24733,2024-11-01 09:30:30.027296+00,Cà Mau,[],Ca Mau,https://ak-d.tripcdn.com/images/0ww0w12000953fnff7E80.jpg,9.183333,105.15,1524647
24735,2024-11-01 09:28:30.698774+00,Lào Cai,[],Lao Cai,https://ak-d.tripcdn.com/images/0ww16120009537xmjE6E7.jpg,22.480944,103.975494,1445658
24736,2024-11-01 09:25:35.852438+00,Sa Pa,"[""https://ak-d.tripcdn.com/images/0100t120008xfafnq6CDB_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0102o120008ie2os9BD6D_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6w12000cnns6rz761A_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5112000cv3ft2a1821_D_1180_558.jpg?proc=source%2ftrip""]",Sapa,https://ak-d.tripcdn.com/images/0103x120008ah4e4aDAEA.jpg,22.33636,103.84379,1445658
24737,2024-11-01 09:25:35.852438+00,Cần Thơ,"[""https://ak-d.tripcdn.com/images/10030n000000e5qbu6808_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2k12000cq6khem7882_D_1180_558.jpg?proc=source%2ftrip""]",Can Tho,https://ak-d.tripcdn.com/images/0100e120008hq72paBC72.jpg,10.03183,105.7838,
24739,2024-11-05 05:59:27.016514+00,Long Hải,"[""https://ak-d.tripcdn.com/images/ww0e1e000001ey9f47A19_D_1180_558.png?proc=source%2ftrip""]",Long Hai,https://ak-d.tripcdn.com/images/0ww4t12000crdajyq7B93.jpg,10.406721,107.23709,2134232
24740,2024-11-01 09:32:59.675546+00,Thành phố Sóc Trăng,[],Soc Trang,https://ak-d.tripcdn.com/images/0ww3q12000colyyw70C7C.jpg,9.602521,105.97391,1524648
24741,2024-11-03 05:42:11.368462+00,Cao Bằng,"[""https://ak-d.tripcdn.com/images/0ww3z12000c6vpm9e04C7_D_1180_558.jpg?proc=source%2ftrip""]",Cao Bang Province,https://ak-d.tripcdn.com/images/ww0t1e000001eys5u5DB5_D_1180_558.png,22.635689,106.25221,
24742,2024-11-01 09:28:30.698774+00,Hà Giang,"[""https://ak-d.tripcdn.com/images/0ww4t12000cnh50j64409_D_1180_558.jpg?proc=source%2ftrip""]",Ha Giang,https://ak-d.tripcdn.com/images/100i0g00000087o9j65D5.jpg,22.802559,104.97845,1524634
24743,2024-11-01 09:38:22.518516+00,Long Xuyên,[],Long Xuyen,https://ak-d.tripcdn.com/images/0ww1x120009c17apu76CB.jpg,10.375941,105.41854,1445834
24744,2024-11-01 09:38:22.518516+00,Sơn La,[],Son La,https://ak-d.tripcdn.com/images/0ww0s12000b92o3ruA713.jpg,21.34553,103.8912,1524635
24745,2024-11-05 05:54:39.5689+00,TP. Cao Lãnh,[],TP. Cao Lanh,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,10.454972,105.63403,1524594
24747,2024-11-01 09:30:30.027296+00,Lương Sơn,[],Luong Son,https://ak-d.tripcdn.com/images/0ww18120008yyuw0c814F.jpg,20.871914,105.50403,1445811
24751,2024-11-01 09:32:59.675546+00,Mai Châu,[],Mai Chau,https://ak-d.tripcdn.com/images/0ww3r12000ckiijeaB949.jpg,20.6598,105.09177,1445811
24752,2024-11-01 09:25:35.852438+00,Thanh Hóa,[],Thanh Hoa,https://ak-d.tripcdn.com/images/ww021e000001f1zpaBFEA.png,19.806692,105.78518,1594654
24753,2024-11-05 05:55:40.635893+00,Vườn quốc gia Cát Tiên,[],Cat Tien National Park,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,11.431943,107.42773,
24755,2024-11-01 09:28:30.698774+00,Đồng bằng sông Cửu Long,[],Mekong Delta,https://ak-d.tripcdn.com/images/0102t120008x7php290D1.jpg,10.1844635,106.13725,
24756,2024-11-05 06:10:39.951347+00,Trà Vinh,"[""https://ak-d.tripcdn.com/images/0ww4m120008ynxkltB8AB_D_1180_558.jpg?proc=source%2ftrip""]",Tra Vinh Province,https://ak-d.tripcdn.com/images/0ww33120008y6mfgd369C_D_1180_558.jpg,9.812741,106.29929,
24757,2024-11-05 06:00:15.018195+00,Châu Đốc,"[""https://ak-d.tripcdn.com/images/0ww241200090ff8d1D070_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5m12000cjgycvu036A_D_1180_558.jpg?proc=source%2ftrip""]",Chau Doc,https://ak-d.tripcdn.com/images/0ww0k12000cjgy0f7CB45.jpg,10.682081,105.0824,1445834
24758,2024-11-01 09:32:59.675546+00,Hà Tiên,"[""https://ak-d.tripcdn.com/images/0ww5q120009521qwoB07C_D_1180_558.jpg?proc=source%2ftrip""]",Ha Tien,https://ak-d.tripcdn.com/images/0ww43120009evdwv47659.jpg,10.383333,104.48333,1445816
24760,2024-11-05 06:01:00.612281+00,Tuyên Quang,[],Tuyen Quang,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,21.776724,105.22802,1524609
24761,2024-11-01 09:28:07.227724+00,Đảo Côn Đảo,"[""https://ak-d.tripcdn.com/images/10010s000000im33w43DA_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1j12000cv0ezjgF947_D_1180_558.jpg?proc=source%2ftrip""]",Con Dao Island,https://ak-d.tripcdn.com/images/0101512000et1t1kfED6E.jpg,8.696406,106.593765,3172
24763,2024-11-01 09:38:31.785686+00,Thành phố Mỹ Tho,"[""https://ak-d.tripcdn.com/images/1A0r12000000rozkq21FF_D_1180_558.jpg?proc=source%2ftrip""]",My Tho,https://ak-d.tripcdn.com/images/1A0r12000000rozkq21FF.jpg,10.35428,106.3668,1445826
24764,2024-11-01 09:28:07.227724+00,Tuy Hòa,[],Tuy Hoa,https://ak-d.tripcdn.com/images/0104r120008x0xs213B66.jpg,13.0822,109.3162,1445795
24767,2024-11-01 09:28:07.227724+00,Ninh Bình,"[""https://ak-d.tripcdn.com/images/0ww5r12000chm1z9lD1B4_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2s12000ay33kjb4B2B_D_1180_558.jpg?proc=source%2ftrip""]",Ninh Binh,https://ak-d.tripcdn.com/images/0102g120009bxyniz62AD.jpg,20.250614,105.97446,1524646
24768,2024-11-01 09:28:07.227724+00,Thành phố Vinh,[],Vinh City,https://ak-d.tripcdn.com/images/0ww1b12000adz84qz7B1E.jpg,18.679585,105.681335,1445828
24771,2024-11-05 06:03:04.81499+00,Ninh Phước,"[""https://ak-d.tripcdn.com/images/1lo1212000fqss61xBCD0_D_1180_558.png?proc=source%2ftrip""]",Ninh Phuoc District,https://ak-d.tripcdn.com/images/1lo6412000fqss268DCFB_D_1180_558.png,11.485044,108.85515,1445819
24772,2024-11-01 09:28:07.227724+00,Vĩnh Long,[],Vinh Long,https://ak-d.tripcdn.com/images/0106s120008x7b0lcDC84.jpg,10.244844,105.95886,1524605
24779,2024-11-01 09:22:05.852616+00,Đảo Phú Quốc,"[""https://ak-d.tripcdn.com/images/100u0k000000cdhqu4C7A_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0105h120009ism2zvAFCB_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/1lo1n12000cdv1q6g7370_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0106r120009lo3q6jBACF_D_1180_558.jpg?proc=source%2ftrip""]",Phu Quoc Island,https://ak-d.tripcdn.com/images/100e0l000000d0a2kDB24.jpg,10.216018,103.960396,1445816
24781,2024-11-01 09:28:30.698774+00,Thành phố Đông Hà,"[""https://ak-d.tripcdn.com/images/0ww0m12000cuupglm07AD_D_1180_558.jpg?proc=source%2ftrip""]",Dong Ha,https://ak-d.tripcdn.com/images/0ww3312000cuupbl3810C.jpg,16.808893,107.08938,
24782,2024-11-01 09:38:22.518516+00,Thành phố Kon Tum,"[""https://ak-d.tripcdn.com/images/0ww2b12000cqkp5q86E63_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2c120008zhmane57BD_D_1180_558.jpg?proc=source%2ftrip""]",Kon Tum,https://ak-d.tripcdn.com/images/0ww2h12000acati7e1ACF.jpg,14.34974,108.00046,1524627
24783,2024-11-01 09:38:27.008316+00,Quảng Ngãi,[],Quang Ngai,https://ak-d.tripcdn.com/images/ww031e000001fjnah2F2A.jpg,15.12382,108.8117,1524620
121389,2024-11-05 06:00:33.219717+00,Phú Vang,"[""https://ak-d.tripcdn.com/images/ww0l1e000001eulkrEE44_D_1180_558.png?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1w12000cv3lk4rB609_D_1180_558.jpg?proc=source%2ftrip""]",Phu Vang District,https://ak-d.tripcdn.com/images/ww0e1e000001ex6k86D62.png,16.491213,107.73994,3170
121517,2024-11-01 09:38:31.785686+00,Phan Rang - Tháp Chàm,"[""https://ak-d.tripcdn.com/images/0ww0g12000crfrl8839E9_D_1180_558.jpg?proc=source%2ftrip""]",Phan Rang-Thap Cham,https://ak-d.tripcdn.com/images/0ww1h12000crd2cco201B.jpg,11.582568,108.9912,1445819
121523,2024-11-02 17:20:24.828946+00,Phú Lộc,"[""https://ak-d.tripcdn.com/images/0ww5o12000ckhkhvo7AE4_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100h1f000001grvpf6B86_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100j0z000000ni8zf2FC2_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww4412000cn3w5rgD343_D_1180_558.jpg?proc=source%2ftrip""]",Phu Loc,https://ak-d.tripcdn.com/images/100h1f000001grvpf6B86_D_1180_558.jpg,16.272543,107.939476,3170
121753,2024-11-01 09:30:30.027296+00,thành phố Bảo Lộc,[],Bao Loc,https://ak-d.tripcdn.com/images/ww0k1e000001f1p9pA912.png,11.53033,107.7779,3173
122050,2024-11-01 09:35:51.579071+00,Hải Dương,[],Hai Duong,https://ak-d.tripcdn.com/images/0ww5k12000c5eb3tk659A.jpg,20.937342,106.31455,1524637
123140,2024-11-01 09:25:35.852438+00,Thị xã Thuận An,[],Thuan An,https://ak-d.tripcdn.com/images/0ww7012000chz82veECEA.jpg,10.930209,106.71167,1445815
123295,2024-11-01 09:30:30.027296+00,Điện Bàn,"[""https://ak-d.tripcdn.com/images/0ww1x120008zdbkg7D29E_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6g120008ypni3kA789_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww0d1e000001f3nr2B3D5_D_1180_558.jpg?proc=source%2ftrip""]",Dien Ban,https://ak-d.tripcdn.com/images/0ww44120008zdbex6A7A0.jpg,15.891564,108.24779,3171
136267,2024-11-01 09:25:35.852438+00,Tuần Châu,"[""https://ak-d.tripcdn.com/images/fd/tg/g3/M07/60/2A/CggYGVZv57iAcEL5ADZoga-AS7I330_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5s12000ac39rbhD8B7_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100o10000000oplvi0A37_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6k12000cncgptk11A6_D_1180_558.jpg?proc=source%2ftrip""]",Tuan Chau,https://ak-d.tripcdn.com/images/100t10000000oqs1y607C.jpg,20.925467,106.97718,1524623
1444333,2024-11-01 09:32:59.675546+00,Tây Ninh,"[""https://ak-d.tripcdn.com/images/0ww6712000ay3jlwpDD1C_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0104q120008xafo2e4A1B_D_1180_558.jpg?proc=source%2ftrip""]",Tay Ninh,https://ak-d.tripcdn.com/images/0104q120008xafo2e4A1B.jpg,11.367541,106.11928,1524613
1445658,2024-11-01 09:28:07.227724+00,Lào Cai,"[""https://ak-d.tripcdn.com/images/0100t120008xfafnq6CDB_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0102o120008ie2os9BD6D_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6w12000cnns6rz761A_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5112000cv3ft2a1821_D_1180_558.jpg?proc=source%2ftrip""]",Lao Cai Province,https://ak-d.tripcdn.com/images/0105m120009istd10DF1B.jpg,22.338087,104.148705,
1445794,2024-11-05 06:13:45.191576+00,Điện Biên,"[""https://ak-d.tripcdn.com/images/0ww2v12000cnvrk63A378_D_1180_558.jpg?proc=source%2ftrip""]",Dien Bien Province,https://ak-d.tripcdn.com/images/10091f000001gsp5h0C76_D_1180_558.jpg,21.804232,103.10765,
